git_hash,date_assessed,year,site,sample_id,nest,notes,
3fbfc467,2/9/2023,2020,JetportSouth,44,T,centered on same set of birds as 42,
3fbfc467,2/9/2023,2020,JetportSouth,45,T,,
3fbfc467,2/9/2023,2020,JetportSouth,46,F,,
3fbfc467,2/9/2023,2020,JetportSouth,47,F,,
3fbfc467,2/9/2023,2020,JetportSouth,48,F,,
3fbfc467,2/9/2023,2020,JetportSouth,49,F,,
3fbfc467,2/9/2023,2020,JetportSouth,50,T,,
3fbfc467,2/9/2023,2020,Jerrod,1,F,no evidence of nesting. roosting in same spot at end of season,
3fbfc467,2/9/2023,2020,Jerrod,2,F,,
3fbfc467,2/9/2023,2020,Jerrod,3,T,GBHE? Clearly dark offspring in nest,
3fbfc467,2/9/2023,2020,Jerrod,4,T,,
3fbfc467,2/9/2023,2020,Jerrod,5,T,,
3fbfc467,2/9/2023,2020,Jerrod,6,T,,
3fbfc467,2/9/2023,2020,Jerrod,7,T,,
3fbfc467,2/9/2023,2020,Jerrod,8,F,"1st image unclear, 2nd image roosting",
3fbfc467,2/9/2023,2020,Jerrod,9,F,,
3fbfc467,2/9/2023,2020,Jerrod,10,T,,
3fbfc467,2/9/2023,2020,Jerrod,11,F,,
3fbfc467,2/9/2023,2020,Jerrod,12,T,,
3fbfc467,2/9/2023,2020,Jerrod,13,T,,
3fbfc467,2/9/2023,2020,Jerrod,14,F,,
3fbfc467,2/9/2023,2020,Jerrod,15,F,doesn't look like a nest,
3fbfc467,2/9/2023,2020,Jerrod,16,T,,
3fbfc467,2/9/2023,2020,Jerrod,17,F,,
3fbfc467,2/9/2023,2020,Jerrod,18,F,,
3fbfc467,2/9/2023,2020,Jerrod,19,F,,
3fbfc467,2/9/2023,2020,Jerrod,20,F,,
3fbfc467,2/9/2023,2020,Jerrod,21,T,,
3fbfc467,2/9/2023,2020,Jerrod,22,T,,
3fbfc467,2/9/2023,2020,Jerrod,23,U,last inage probably roosting?,
3fbfc467,2/9/2023,2020,Jerrod,24,T,,
3fbfc467,2/9/2023,2020,Jerrod,25,T,,
3fbfc467,2/9/2023,2020,Jerrod,26,F,,
3fbfc467,2/9/2023,2020,Jerrod,27,T,,
3fbfc467,2/9/2023,2020,Jerrod,28,F,,
3fbfc467,2/9/2023,2020,Jerrod,29,T,,
3fbfc467,2/9/2023,2020,Jerrod,30,U,something is happening in the final three images but distorted,
3fbfc467,2/9/2023,2020,Jerrod,31,T,,
3fbfc467,2/9/2023,2020,Jerrod,32,U,I think it built a platform but then nothing. Single image of bird w the platform. ,
3fbfc467,2/9/2023,2020,Jerrod,33,T,,
3fbfc467,2/9/2023,2020,Jerrod,34,F,,
3fbfc467,2/9/2023,2020,Jerrod,35,T,,
3fbfc467,2/9/2023,2020,Jerrod,36,F,,
3fbfc467,2/9/2023,2020,Jerrod,37,F,,
3fbfc467,2/9/2023,2020,Jerrod,38,F,,
3fbfc467,2/9/2023,2020,Jerrod,39,F,,
3fbfc467,2/9/2023,2020,Jerrod,40,T,,
3fbfc467,2/9/2023,2020,Jerrod,41,F,,
3fbfc467,2/9/2023,2020,Jerrod,42,F,popular resting spot?,
3fbfc467,2/9/2023,2020,Jerrod,43,T,,
3fbfc467,2/9/2023,2020,Jerrod,44,F,,
3fbfc467,2/9/2023,2020,Jerrod,45,T,,
3fbfc467,2/9/2023,2020,Jerrod,46,F,,
3fbfc467,2/9/2023,2020,Jerrod,47,F,,
3fbfc467,2/9/2023,2020,Jerrod,48,F,,
3fbfc467,2/9/2023,2020,Jerrod,49,T,,
3fbfc467,2/9/2023,2020,Jerrod,50,F,,
3fbfc467,2/13/2023,2020,Joule,1,F,,
3fbfc467,2/13/2023,2020,Joule,2,T,,
3fbfc467,2/13/2023,2020,Joule,3,T,undercanopy but seems like a nest,
3fbfc467,2/13/2023,2020,Joule,4,F,,
3fbfc467,2/13/2023,2020,Joule,5,T,,
3fbfc467,2/13/2023,2020,Joule,6,F,,
3fbfc467,2/13/2023,2020,Joule,7,F,nest is at 6 o'clock on ring edge. But this should be double checked to see if the focal bird( 3/24) is part of the nest series),
3fbfc467,2/13/2023,2020,Joule,8,T,,
3fbfc467,2/13/2023,2020,Joule,9,F,,
3fbfc467,2/13/2023,2020,Joule,10,F,,
3fbfc467,2/13/2023,2020,Joule,11,F,,
3fbfc467,2/13/2023,2020,Joule,12,T,,
3fbfc467,2/13/2023,2020,Joule,13,F,,
3fbfc467,2/13/2023,2020,Joule,14,U,totally quiet and then aat end looks like nest with a chick? But if so where did it come from? ,
3fbfc467,2/13/2023,2020,Joule,15,F,focal bird was not on nest. Nest at 1oclock on edge. Should recheck to see if focal bird was included in nest series,
3fbfc467,2/13/2023,2020,Joule,16,T,,
3fbfc467,2/13/2023,2020,Joule,17,T,,
3fbfc467,2/13/2023,2020,Joule,18,F,nest at 12oclock on edge. SHould check if focal bird in nest series,
3fbfc467,2/13/2023,2020,Joule,19,F,,
3fbfc467,2/13/2023,2020,Joule,20,F,,
3fbfc467,2/13/2023,2020,Joule,21,F,,
3fbfc467,2/13/2023,2020,Joule,22,F,,
3fbfc467,2/13/2023,2020,Joule,23,F,,
3fbfc467,2/13/2023,2020,Joule,24,T,,
3fbfc467,2/13/2023,2020,Joule,25,T,,
3fbfc467,2/13/2023,2020,Joule,26,T,,
3fbfc467,2/13/2023,2020,Joule,27,F,,
3fbfc467,2/13/2023,2020,Joule,28,T,should check. image jumps. focal bird is on nest but most of time nest is on edge of circle.,
3fbfc467,2/13/2023,2020,Joule,29,F,,
3fbfc467,2/13/2023,2020,Joule,30,T,,
3fbfc467,2/13/2023,2020,Joule,31,T,,
3fbfc467,2/13/2023,2020,Joule,32,F,,
3fbfc467,2/13/2023,2020,Joule,33,T,,
3fbfc467,2/13/2023,2020,Joule,34,F,,
3fbfc467,2/13/2023,2020,Joule,35,F,,
3fbfc467,2/13/2023,2020,Joule,36,F,,
3fbfc467,2/13/2023,2020,Joule,37,F,,
3fbfc467,2/13/2023,2020,Joule,38,T,,
3fbfc467,2/13/2023,2020,Joule,39,F,,
3fbfc467,2/13/2023,2020,Joule,40,F,,
3fbfc467,2/13/2023,2020,Joule,41,F,,
3fbfc467,2/13/2023,2020,Joule,42,F,,
3fbfc467,2/13/2023,2020,Joule,43,F,,
3fbfc467,2/13/2023,2020,Joule,44,T,,
3fbfc467,2/13/2023,2020,Joule,45,T,,
3fbfc467,2/13/2023,2020,Joule,46,F,,
3fbfc467,2/13/2023,2020,Joule,47,U,most look like roosting. 2 species? But one looks like a bird fanning a nest?,
3fbfc467,2/13/2023,2020,Joule,48,F,,
3fbfc467,2/13/2023,2020,Joule,49,F,looks like its just roosting,
3fbfc467,2/13/2023,2020,Joule,50,F,two different species,
3fbfc467,2/13/2023,2020,6thBridge,1,F,,
3fbfc467,2/13/2023,2020,6thBridge,2,T,,
3fbfc467,2/13/2023,2020,6thBridge,3,F,,
3fbfc467,2/13/2023,2020,6thBridge,4,F,,
3fbfc467,2/13/2023,2020,6thBridge,5,F,,
3fbfc467,2/13/2023,2020,6thBridge,6,U,,
3fbfc467,2/13/2023,2020,6thBridge,7,T,,
3fbfc467,2/13/2023,2020,6thBridge,8,T,,
3fbfc467,2/13/2023,2020,6thBridge,9,U,missing imagery,
3fbfc467,2/13/2023,2020,6thBridge,10,T,,
3fbfc467,2/13/2023,2020,6thBridge,11,T,,
3fbfc467,2/13/2023,2020,6thBridge,12,F,,
3fbfc467,2/13/2023,2020,6thBridge,13,U,missing image 4/1 makes id difficult,
3fbfc467,2/13/2023,2020,6thBridge,14,F,,
3fbfc467,2/13/2023,2020,6thBridge,15,U,distortion makes this one hard,
3fbfc467,2/13/2023,2020,6thBridge,16,T,,
3fbfc467,2/13/2023,2020,6thBridge,17,T,,
3fbfc467,2/13/2023,2020,6thBridge,18,U,missing imagery,
3fbfc467,2/13/2023,2020,6thBridge,19,T,,
3fbfc467,2/13/2023,2020,6thBridge,20,T,,
3fbfc467,2/13/2023,2020,6thBridge,21,T,,
3fbfc467,2/13/2023,2020,6thBridge,22,F,WHIB - hard to tell but don't think it was nesting? Maybe have Lindsey check this one?,
3fbfc467,2/13/2023,2020,6thBridge,23,U,"missing 4/1, under canpoy, but highly consistent in location.",
3fbfc467,2/13/2023,2020,6thBridge,24,T,,
3fbfc467,2/13/2023,2020,6thBridge,25,F,,
3fbfc467,2/13/2023,2020,6thBridge,26,T,nice football under canopy 4/1,
3fbfc467,2/13/2023,2020,6thBridge,27,F,,
3fbfc467,2/13/2023,2020,6thBridge,28,F,,
3fbfc467,2/13/2023,2020,6thBridge,29,T,,
3fbfc467,2/13/2023,2020,6thBridge,30,F,,
3fbfc467,2/13/2023,2020,6thBridge,31,T,"under canopy, looks football",
3fbfc467,2/13/2023,2020,6thBridge,32,T,,
3fbfc467,2/13/2023,2020,6thBridge,33,T,,
3fbfc467,2/13/2023,2020,6thBridge,34,U,lack of 4/1 makes ID uncertain,
3fbfc467,2/13/2023,2020,6thBridge,35,F,,
3fbfc467,2/13/2023,2020,6thBridge,36,T,,
3fbfc467,2/13/2023,2020,6thBridge,37,T,,
3fbfc467,2/13/2023,2020,6thBridge,38,F,,
3fbfc467,2/13/2023,2020,6thBridge,39,F,,
3fbfc467,2/13/2023,2020,6thBridge,40,F,,
3fbfc467,2/13/2023,2020,6thBridge,41,F,,
3fbfc467,2/13/2023,2020,6thBridge,42,T,,
3fbfc467,2/13/2023,2020,6thBridge,43,T,get lindsey's assessment?,
3fbfc467,2/13/2023,2020,6thBridge,44,T,,
3fbfc467,2/13/2023,2020,6thBridge,45,F,,
3fbfc467,2/13/2023,2020,6thBridge,46,T,,
3fbfc467,2/13/2023,2020,6thBridge,47,T,,
3fbfc467,2/13/2023,2020,6thBridge,48,T,,
3fbfc467,2/13/2023,2020,6thBridge,49,T,,
3fbfc467,2/13/2023,2020,6thBridge,50,T,,
3fbfc467,2/16/2023,2020,Vacation,1,F,,
3fbfc467,2/16/2023,2020,Vacation,2,T,,
3fbfc467,2/16/2023,2020,Vacation,3,F,,
3fbfc467,2/16/2023,2020,Vacation,4,F,,
3fbfc467,2/16/2023,2020,Vacation,5,T,,
3fbfc467,2/16/2023,2020,Vacation,6,F,,
3fbfc467,2/16/2023,2020,Vacation,7,F,,
3fbfc467,2/16/2023,2020,Vacation,8,T,,
3fbfc467,2/16/2023,2020,Vacation,9,T,,
3fbfc467,2/16/2023,2020,Vacation,10,F,,
3fbfc467,2/16/2023,2020,Vacation,11,F,,
3fbfc467,2/16/2023,2020,Vacation,12,F,,
3fbfc467,2/16/2023,2020,Vacation,13,F,,
3fbfc467,2/16/2023,2020,Vacation,14,F,,
3fbfc467,2/16/2023,2020,Vacation,15,T,,
3fbfc467,2/16/2023,2020,Vacation,16,F,just roosting,
3fbfc467,2/16/2023,2020,Vacation,17,F,,
3fbfc467,2/16/2023,2020,Vacation,18,F,,
3fbfc467,2/16/2023,2020,Vacation,19,T,,
3fbfc467,2/16/2023,2020,Vacation,20,F,,
3fbfc467,2/16/2023,2020,Vacation,21,F,just sitting,
3fbfc467,2/16/2023,2020,Vacation,22,U,have Lindsey look. Probably not a nest but one of th elater images kinda looks like sitting on a nest,
3fbfc467,2/16/2023,2020,Vacation,23,T,,
3fbfc467,2/16/2023,2020,Vacation,24,T,,
3fbfc467,2/16/2023,2020,Vacation,25,F,just sitting on a branch,
3fbfc467,2/16/2023,2020,Vacation,26,T,,
3fbfc467,2/16/2023,2020,Vacation,27,T,,
3fbfc467,2/16/2023,2020,Vacation,28,U,"I think this is a nest under the canopy due to 4/30 image, but may be shots of bird roosting above the nest",
3fbfc467,2/16/2023,2020,Vacation,29,F,,
3fbfc467,2/16/2023,2020,Vacation,30,F,,
3fbfc467,2/16/2023,2020,Vacation,31,F,,
3fbfc467,2/16/2023,2020,Vacation,32,T,,
3fbfc467,2/16/2023,2020,Vacation,33,F,"near a nest, but no nest at that spot",
3fbfc467,2/16/2023,2020,Vacation,34,T,,
3fbfc467,2/16/2023,2020,Vacation,35,F,,
3fbfc467,2/16/2023,2020,Vacation,36,F,,
3fbfc467,2/16/2023,2020,Vacation,37,F,,
3fbfc467,2/16/2023,2020,Vacation,38,F,,
3fbfc467,2/16/2023,2020,Vacation,39,F,,
3fbfc467,2/16/2023,2020,Vacation,40,F,,
3fbfc467,2/16/2023,2020,Vacation,41,F,just off a nest that appears later,
3fbfc467,2/16/2023,2020,Vacation,42,F,,
3fbfc467,2/16/2023,2020,Vacation,43,F,,
3fbfc467,2/16/2023,2020,Vacation,44,F,,
3fbfc467,2/16/2023,2020,Vacation,45,F,,
3fbfc467,2/16/2023,2020,Vacation,46,T,,
3fbfc467,2/16/2023,2020,Vacation,47,F,,
3fbfc467,2/16/2023,2020,Vacation,48,F,,
3fbfc467,2/16/2023,2020,Vacation,49,F,,
3fbfc467,2/16/2023,2020,Vacation,50,T,,
3fbfc467,2/17/2023,2021,6thBridge,1,T,,
3fbfc467,2/17/2023,2021,6thBridge,2,T,pops up late,
3fbfc467,2/17/2023,2021,6thBridge,3,T,,
3fbfc467,2/17/2023,2021,6thBridge,4,T,,
3fbfc467,2/17/2023,2021,6thBridge,5,T,,
3fbfc467,2/17/2023,2021,6thBridge,6,F,,
3fbfc467,2/17/2023,2021,6thBridge,7,F,,
3fbfc467,2/17/2023,2021,6thBridge,8,T,,
3fbfc467,2/17/2023,2021,6thBridge,9,U,"images jumps. centered on nest 3/4, 4/1, 4/29. Off nest 2/26, 3/11, 3/18, 3/25, 4/8",
3fbfc467,2/17/2023,2021,6thBridge,10,T,,
3fbfc467,2/17/2023,2021,6thBridge,11,T,"under canopy. 3/4,2/19, 4/1 jumps. below the split",
3fbfc467,2/17/2023,2021,6thBridge,12,T,,
3fbfc467,2/17/2023,2021,6thBridge,13,T,,
3fbfc467,2/17/2023,2021,6thBridge,14,F,"focal bird in side ring, but all others outside. below the split",
3fbfc467,2/17/2023,2021,6thBridge,15,U,last image looks possible nesting. Have Lindsey look?,
3fbfc467,2/17/2023,2021,6thBridge,16,F,,
3fbfc467,2/17/2023,2021,6thBridge,17,F,lily pad,
3fbfc467,2/17/2023,2021,6thBridge,18,T,,
3fbfc467,2/17/2023,2021,6thBridge,19,T,jumps make it hard to know what the computer thinks is inside the circle. below the split,
3fbfc467,2/17/2023,2021,6thBridge,20,T,,
3fbfc467,2/17/2023,2021,6thBridge,21,F,,
3fbfc467,2/17/2023,2021,6thBridge,22,U,"image not clear, under canopy. I lean towards no",
3fbfc467,2/17/2023,2021,6thBridge,23,F,,
3fbfc467,2/17/2023,2021,6thBridge,24,T,,
3fbfc467,2/17/2023,2021,6thBridge,25,F,,
3fbfc467,2/17/2023,2021,6thBridge,26,T,,
3fbfc467,2/17/2023,2021,6thBridge,27,T,,
3fbfc467,2/17/2023,2021,6thBridge,28,T,,
3fbfc467,2/17/2023,2021,6thBridge,29,T,,
3fbfc467,2/17/2023,2021,6thBridge,30,F,,
3fbfc467,2/17/2023,2021,6thBridge,31,T,,
3fbfc467,2/17/2023,2021,6thBridge,32,T,,
3fbfc467,2/17/2023,2021,6thBridge,33,T,jumps but seems predominately inside circle,
3fbfc467,2/17/2023,2021,6thBridge,34,F,,
3fbfc467,2/17/2023,2021,6thBridge,35,F,,
3fbfc467,2/17/2023,2021,6thBridge,36,U,did whibs show up to nest in last image?,
3fbfc467,2/17/2023,2021,6thBridge,37,U,"clear nest inage at beginning, not centered. jumps a lot. no activity until end. but there is another nest nearby during many images. ?",
3fbfc467,2/17/2023,2021,6thBridge,38,T,,
3fbfc467,2/17/2023,2021,6thBridge,39,T,under canopy,
3fbfc467,2/17/2023,2021,6thBridge,40,F,,
3fbfc467,2/17/2023,2021,6thBridge,41,F,,
3fbfc467,2/17/2023,2021,6thBridge,42,F,just sitting I think,
3fbfc467,2/17/2023,2021,6thBridge,43,F,,
3fbfc467,2/17/2023,2021,6thBridge,44,T,,
3fbfc467,2/17/2023,2021,6thBridge,45,F,,
3fbfc467,2/17/2023,2021,6thBridge,46,T,,
3fbfc467,2/17/2023,2021,6thBridge,47,T,jumps but most images inside ring,
3fbfc467,2/17/2023,2021,6thBridge,48,F,,
3fbfc467,2/17/2023,2021,6thBridge,49,T,jumps but most images inside ring,
3fbfc467,2/17/2023,2021,6thBridge,50,T,jumps but most images inside ring,
3fbfc467,2/17/2023,2021,Jerrod,1,T,,
3fbfc467,2/17/2023,2021,Jerrod,2,U,two different species liked to sit there,
3fbfc467,2/17/2023,2021,Jerrod,3,U,ANHI?,
3fbfc467,2/17/2023,2021,Jerrod,4,T,,
3fbfc467,2/17/2023,2021,Jerrod,5,T,,
3fbfc467,2/17/2023,2021,Jerrod,6,F,,
3fbfc467,2/17/2023,2021,Jerrod,7,F,,
3fbfc467,2/17/2023,2021,Jerrod,8,T,,
3fbfc467,2/17/2023,2021,Jerrod,9,F,,
3fbfc467,2/17/2023,2021,Jerrod,10,T,,
3fbfc467,2/17/2023,2021,Jerrod,11,F,,
3fbfc467,2/17/2023,2021,Jerrod,12,F,nest just outside/on circle. One detection in center,
3fbfc467,2/17/2023,2021,Jerrod,13,F,,
3fbfc467,2/17/2023,2021,Jerrod,14,T,,
3fbfc467,2/17/2023,2021,Jerrod,15,T,,
3fbfc467,2/17/2023,2021,Jerrod,16,T,,
3fbfc467,2/17/2023,2021,Jerrod,17,T,,
3fbfc467,2/17/2023,2021,Jerrod,18,F,,
3fbfc467,2/17/2023,2021,Jerrod,19,F,,
3fbfc467,2/17/2023,2021,Jerrod,20,F,,
3fbfc467,2/17/2023,2021,Jerrod,21,F,,
3fbfc467,2/17/2023,2021,Jerrod,22,U,"I don't think this is a nest, but one of the two bird detections looks hunkered down",
3fbfc467,2/17/2023,2021,Jerrod,23,T,,
3fbfc467,2/17/2023,2021,Jerrod,24,F,nest to the side. 4/28 jumps but that is the only image within the circle,
3fbfc467,2/17/2023,2021,Jerrod,25,T,,
3fbfc467,2/17/2023,2021,Jerrod,26,F,,
3fbfc467,2/17/2023,2021,Jerrod,27,F,,
3fbfc467,2/17/2023,2021,Jerrod,28,T,,
3fbfc467,2/17/2023,2021,Jerrod,29,F,,
3fbfc467,2/17/2023,2021,Jerrod,30,F,sitting near a nest,
3fbfc467,2/17/2023,2021,Jerrod,31,F,,
3fbfc467,2/17/2023,2021,Jerrod,32,T,,
3fbfc467,2/17/2023,2021,Jerrod,33,U,could be under the canopy. Lots of little peeks.,
3fbfc467,2/17/2023,2021,Jerrod,34,T,,
3fbfc467,2/17/2023,2021,Jerrod,35,F,lily pads,
3fbfc467,2/17/2023,2021,Jerrod,36,T,,
3fbfc467,2/17/2023,2021,Jerrod,37,F,,
3fbfc467,2/17/2023,2021,Jerrod,38,T,,
3fbfc467,2/17/2023,2021,Jerrod,39,F,,
3fbfc467,2/17/2023,2021,Jerrod,40,F,,
3fbfc467,2/17/2023,2021,Jerrod,41,F,vegetation,
3fbfc467,2/17/2023,2021,Jerrod,42,F,,
3fbfc467,2/17/2023,2021,Jerrod,43,T,shot of nest with egg. Never saw a bird,
3fbfc467,2/17/2023,2021,Jerrod,44,U,4/15 might be on nest?,
3fbfc467,2/17/2023,2021,Jerrod,45,T,,
3fbfc467,2/17/2023,2021,Jerrod,46,F,lily pads,
3fbfc467,2/17/2023,2021,Jerrod,47,U,probably no but 3/3 image would help,
3fbfc467,2/17/2023,2021,Jerrod,48,T,,
3fbfc467,2/17/2023,2021,Jerrod,49,U,"possible nest, but 3/3/ would help",
3fbfc467,2/17/2023,2021,Jerrod,50,F,,
3fbfc467,2/20/2023,2021,JetportSouth,1,F,,
3fbfc467,2/20/2023,2021,JetportSouth,2,F,no bird,
3fbfc467,2/20/2023,2021,JetportSouth,3,T,,
3fbfc467,2/20/2023,2021,JetportSouth,4,F,,
3fbfc467,2/20/2023,2021,JetportSouth,5,T,,
3fbfc467,2/20/2023,2021,JetportSouth,6,T,,
3fbfc467,2/20/2023,2021,JetportSouth,7,T,,
3fbfc467,2/20/2023,2021,JetportSouth,8,T,,
3fbfc467,2/20/2023,2021,JetportSouth,9,F,target bird just 3 oclock of nest,
3fbfc467,2/20/2023,2021,JetportSouth,10,T,,
3fbfc467,2/20/2023,2021,JetportSouth,11,T,,
3fbfc467,2/20/2023,2021,JetportSouth,12,T,,
3fbfc467,2/20/2023,2021,JetportSouth,13,F,no bird,
3fbfc467,2/20/2023,2021,JetportSouth,14,F,,
3fbfc467,2/20/2023,2021,JetportSouth,15,T,,
3fbfc467,2/20/2023,2021,JetportSouth,16,T,early images are just off nest then jumps to existing nest on 5/12 ,
3fbfc467,2/20/2023,2021,JetportSouth,17,T,,
3fbfc467,2/20/2023,2021,JetportSouth,18,F,,
3fbfc467,2/20/2023,2021,JetportSouth,19,T,,
3fbfc467,2/20/2023,2021,JetportSouth,20,F,no bird,
3fbfc467,2/20/2023,2021,JetportSouth,21,F,,
3fbfc467,2/20/2023,2021,JetportSouth,22,T,early images are just off nest then jumps to existing nest on 5/12 ,
3fbfc467,2/20/2023,2021,JetportSouth,23,T,,
3fbfc467,2/20/2023,2021,JetportSouth,24,T,early images are just off nest then jumps to existing nest on 5/12 ,
3fbfc467,2/20/2023,2021,JetportSouth,25,T,,
3fbfc467,2/20/2023,2021,JetportSouth,26,T,,
3fbfc467,2/20/2023,2021,JetportSouth,27,T,,
3fbfc467,2/20/2023,2021,JetportSouth,28,T,,
3fbfc467,2/20/2023,2021,JetportSouth,29,U,not sure. might be a bird on a nest under thick canopy cover. It appears 5/12ish,
3fbfc467,2/20/2023,2021,JetportSouth,30,T,deep under canopy,
3fbfc467,2/20/2023,2021,JetportSouth,31,U,whatever it is it is under canopy cover,
